BO_sstmean,utm_x,utm_y
5.020999908447266,647701.6845780647,5489675.841021354
4.998000144958496,653729.8990106152,5489842.693280175
5.002999782562256,659758.0622514857,5490016.224422565
5.014999866485596,665786.1722733183,5490196.435012315
5.008999824523926,671814.2270464671,5490383.325634883
4.960999965667725,677842.2245389028,5490576.896897383
4.931000232696533,683870.1627161357,5490777.149428586
4.940000057220459,689898.0395411241,5490984.083878921
5.001999855041504,695925.8529741883,5491197.7009204645
4.960999965667725,701953.6009729239,5491418.001246945
4.958000183105469,707981.2814921155,5491644.985573732
4.960000038146973,714008.8924836456,5491878.654637845
4.943999767303467,720036.4318964168,5492119.009197937
4.927999973297119,726063.8976762563,5492366.050034299
4.986999988555908,732091.2877658295,5492619.777948854
4.968999862670898,738118.6001045574,5492880.193765156
4.954999923706055,744145.8326285299,5493147.298328384
4.923999786376953,750172.9832704101,5493421.0925053395
4.623000144958496,623798.4525884811,5479811.273398949
4.9029998779296875,629837.1052277304,5479951.479422285
5.03000020980835,635875.7154816848,5480098.365363716
5.00600004196167,641914.2813646585,5480251.931703284
4.991000175476074,647952.8008890233,5480412.178942836
5.007999897003174,653991.2720651147,5480579.107606019
5.021999835968018,660029.6929011449,5480752.718238281
5.0279998779296875,666068.0614031204,5480933.0114068715
4.999000072479248,672106.3755747561,5481119.987700831
4.966000080108643,678144.6334173796,5481313.647730996
4.945000171661377,684182.8329298538,5481513.992129991
4.9710001945495605,690220.9721084858,5481721.021552229
4.992000102996826,696259.0489469398,5481934.73667391
4.97599983215332,702297.0614361514,5482155.138193015
4.973999977111816,708335.0075642404,5482382.226829304
4.98199987411499,714372.8853164198,5482616.003324311
4.989999771118164,720410.6926749172,5482856.468441348
4.9710001945495605,726448.4276188805,5483103.622965495
4.958000183105469,732486.0881242901,5483357.467703596
4.956999778747559,738523.672163877,5483618.00348426
4.956999778747559,744561.1777070353,5483885.231157858
4.941999912261963,750598.6027197264,5484159.151596514
4.117000102996826,617959.3526292266,5470413.872350073
4.8470001220703125,624008.2857981314,5470547.458807005
4.919000148773193,630057.1792533096,5470687.727737508
4.9039998054504395,636106.0310444675,5470834.679602611
4.947999954223633,642154.839219444,5470988.314885272
5.007999897003174,648203.6018241332,5471148.634090393
4.980999946594238,654252.3169023886,5471315.637744809
5.007999897003174,660300.9824959378,5471489.3263972895
5.013999938964844,666349.5966442995,5471669.700618535
5.020999908447266,672398.1573846956,5471856.761001175
5.011000156402588,678446.6627519585,5472050.508159761
4.995999813079834,684495.1107784512,5472250.942730775
5.034999847412109,690543.4994939768,5472458.065372617
5.041999816894531,696591.8269256916,5472671.876765605
5.0370001792907715,702640.0910980182,5472892.377611972
5.021999835968018,708688.2900325599,5473119.568635868
5.035999774932861,714736.4217480074,5473353.450583348
5.02400016784668,720784.4842600622,5473594.024222376
5.010000228881836,726832.4755813404,5473841.290342819
4.980000019073486,732880.393721286,5474095.249756446
4.953999996185303,738928.2366860879,5474355.903296922
4.929999828338623,744976.0024785926,5474623.251819803
4.914000034332275,751023.6890982091,5474897.296202541
4.822000026702881,612099.4966499521,5461023.161130842
4.826000213623047,618158.6941759011,5461150.121361239
4.908999919891357,624217.8545937032,5461283.766580636
4.935999870300293,630276.9759885173,5461424.09723077
4.948999881744385,636336.0564437241,5461571.11377545
4.96999979019165,642395.094040834,5461724.81670056
4.949999809265137,648454.0868594091,5461885.206514054
4.960999965667725,654513.0329769687,5462052.283745954
4.994999885559082,660571.9304689018,5462226.0489483485
5.020999908447266,666630.7774083852,5462406.50269539
4.998000144958496,672689.5718662963,5462593.645583295
5.004000186920166,678748.3119111181,5462787.478230336
5.041999816894531,684806.9956088611,5462988.001276846
5.026000022888184,690865.6210229711,5463195.215385211
5.061999797821045,696924.1862142438,5463409.121239868
5.00600004196167,702982.6892407367,5463629.719547305
5.013000011444092,709041.1281576827,5463857.011036056
4.973999977111816,715099.5010173988,5464090.996456698
4.948999881744385,721157.8058692073,5464331.676581848
4.926000118255615,727216.0407593404,5464579.052206161
4.872000217437744,733274.2037308532,5464833.124146327
4.889999866485596,739332.2928235405,5465093.893241066
4.843999862670898,745390.3060738497,5465361.360351125
4.866000175476074,751448.2415147849,5465635.526359276
4.953000068664551,612288.3725573685,5451759.478957214
4.980999946594238,618357.7837716275,5451886.493920675
5.001999855041504,624427.1585376379,5452020.196771065
4.988999843597412,630496.4949743819,5452160.587952778
5.00600004196167,636565.7911990603,5452307.66793241
5.00600004196167,642635.0453270008,5452461.437198766
4.98799991607666,648704.2554715802,5452621.89626285
4.986000061035156,654773.4197441286,5452789.045657872
5.056000232696533,660842.5362538437,5452962.88593924
5.045000076293945,666911.6031077065,5453143.41768456
5.046000003814697,672980.6184103959,5453330.64149363
5.052000045776367,679049.5802641921,5453524.557988444
5.0370001792907715,685118.4867688995,5453725.1678131865
4.999000072479248,691187.3360217536,5453932.471634231
4.808000087738037,697256.126117336,5454146.470140129
4.889999866485596,703324.8551474856,5454367.164041625
4.919000148773193,709393.5212012124,5454594.554071638
4.892000198364258,715462.1223646062,5454828.640985263
4.875999927520752,721530.6567207575,5455069.425559772
4.855999946594238,727599.1223496615,5455316.9085946055
4.8520002365112305,733667.5173281322,5455571.0909113735
4.485000133514404,739735.8397297172,5455831.9733538525
5,612477.0090231437,5442495.921457864
4.993000030517578,618556.6210008211,5442622.990079038
4.989999771118164,624636.1971929765,5442756.749428474
4.98199987411499,630715.7357525603,5442897.199953217
4.949999809265137,636795.2348307389,5443044.342122651
5.008999824523926,642874.692576803,5443198.176428497
5.01200008392334,648954.1071380894,5443358.703384817
5.033999919891357,655033.4766598856,5443525.923528003
5.0980000495910645,661112.7992853425,5443699.83741678
5.053999900817871,667192.0731553921,5443880.445632207
4.870999813079834,673271.2964086602,5444067.748777671
4.954999923706055,679350.4671813706,5444261.747478879
4.947999954223633,685429.5836072671,5444462.442383867
4.7129998207092285,691508.643817522,5444669.834162994
5.067999839782715,612665.4056536019,5433232.488682841
5.03000020980835,618755.2054484696,5433359.609885939
5.057000160217285,624844.9701233605,5433493.424602007
5.01800012588501,630934.6978653384,5433633.933280741
5.00600004196167,637024.3868596805,5433781.136394312
5.065000057220459,643114.0352897856,5433935.034437359
5.080999851226807,649203.6413370958,5434095.627926995
4.991000175476074,655293.2031810002,5434262.917402798
4.992000102996826,661382.7189987496,5434436.903426811
