V1,V2,V3
-67.4916666666667,50.4916666666667,505
-67.475,50.4916666666667,554
-67.4583333333333,50.4916666666667,611
-67.4416666666667,50.4916666666667,588
-67.425,50.4916666666667,421
-67.4083333333333,50.4916666666667,500
-67.3916666666667,50.4916666666667,637
-67.375,50.4916666666667,676
-67.3583333333333,50.4916666666667,771
-67.3416666666667,50.4916666666667,789
-67.325,50.4916666666667,696
-67.3083333333333,50.4916666666667,605
-67.2916666666667,50.4916666666667,478
-67.275,50.4916666666667,377
-67.2583333333333,50.4916666666667,475
-67.2416666666667,50.4916666666667,249
-67.225,50.4916666666667,404
-67.2083333333333,50.4916666666667,358
-67.1916666666667,50.4916666666667,192
-67.175,50.4916666666667,204
-67.1583333333333,50.4916666666667,357
-67.1416666666667,50.4916666666667,482
-67.125,50.4916666666667,489
-67.1083333333333,50.4916666666667,363
-67.0916666666667,50.4916666666667,468
-67.075,50.4916666666667,530
-67.0583333333333,50.4916666666667,530
-67.0416666666667,50.4916666666667,469
-67.025,50.4916666666667,374
-67.0083333333333,50.4916666666667,228
-66.9916666666667,50.4916666666667,239
-66.975,50.4916666666667,337
-66.9583333333333,50.4916666666667,413
-66.9416666666667,50.4916666666667,470
-66.925,50.4916666666667,491
-66.9083333333333,50.4916666666667,457
-66.8916666666667,50.4916666666667,476
-66.875,50.4916666666667,401
-66.8583333333333,50.4916666666667,441
-66.8416666666667,50.4916666666667,526
-66.825,50.4916666666667,486
-66.8083333333333,50.4916666666667,447
-66.7916666666667,50.4916666666667,516
-66.775,50.4916666666667,506
-66.7583333333333,50.4916666666667,500
-66.7416666666667,50.4916666666667,506
-66.725,50.4916666666667,503
-66.7083333333333,50.4916666666667,528
-66.6916666666667,50.4916666666667,546
-66.675,50.4916666666667,479
-66.6583333333333,50.4916666666667,406
-66.6416666666667,50.4916666666667,383
-66.625,50.4916666666667,370
-66.6083333333333,50.4916666666667,424
-66.5916666666667,50.4916666666667,376
-66.575,50.4916666666667,114
-66.5583333333333,50.4916666666667,197
-66.5416666666667,50.4916666666667,416
-66.525,50.4916666666667,438
-66.5083333333333,50.4916666666667,452
-66.4916666666667,50.4916666666667,476
-66.475,50.4916666666667,432
-66.4583333333333,50.4916666666667,395
-66.4416666666667,50.4916666666667,372
-66.425,50.4916666666667,393
-66.4083333333333,50.4916666666667,372
-66.3916666666667,50.4916666666667,440
-66.375,50.4916666666667,403
-66.3583333333333,50.4916666666667,457
-66.3416666666667,50.4916666666667,462
-66.325,50.4916666666667,482
-66.3083333333333,50.4916666666667,414
-66.2916666666667,50.4916666666667,359
-66.275,50.4916666666667,306
-66.2583333333333,50.4916666666667,371
-66.2416666666667,50.4916666666667,413
-66.225,50.4916666666667,431
-66.2083333333333,50.4916666666667,405
-66.1916666666667,50.4916666666667,391
-66.175,50.4916666666667,251
-66.1583333333333,50.4916666666667,153
-66.1416666666667,50.4916666666667,58
-66.125,50.4916666666667,87
-66.1083333333333,50.4916666666667,174
-66.0916666666667,50.4916666666667,219
-66.075,50.4916666666667,177
-66.0583333333333,50.4916666666667,200
-66.0416666666667,50.4916666666667,362
-66.025,50.4916666666667,443
-66.0083333333333,50.4916666666667,452
-65.9916666666667,50.4916666666667,439
-65.975,50.4916666666667,434
-65.9583333333333,50.4916666666667,437
-65.9416666666667,50.4916666666667,429
-65.925,50.4916666666667,403
-65.9083333333333,50.4916666666667,421
-65.8916666666667,50.4916666666667,383
-65.875,50.4916666666667,439
-65.8583333333333,50.4916666666667,410
-65.8416666666667,50.4916666666667,359
-65.825,50.4916666666667,391
-65.8083333333334,50.4916666666667,343
-65.7916666666667,50.4916666666667,266
-65.775,50.4916666666667,232
-65.7583333333333,50.4916666666667,280
-65.7416666666667,50.4916666666667,293
-65.725,50.4916666666667,308
-65.7083333333333,50.4916666666667,338
-65.6916666666667,50.4916666666667,340
-65.675,50.4916666666667,322
-65.6583333333333,50.4916666666667,408
-65.6416666666667,50.4916666666667,440
-65.625,50.4916666666667,405
-65.6083333333333,50.4916666666667,424
-65.5916666666667,50.4916666666667,404
-65.575,50.4916666666667,374
-65.5583333333334,50.4916666666667,238
-65.5416666666667,50.4916666666667,268
-65.525,50.4916666666667,265
-65.5083333333333,50.4916666666667,246
-67.4916666666667,50.475,523
-67.475,50.475,548
-67.4583333333333,50.475,638
-67.4416666666667,50.475,574
-67.425,50.475,362
-67.4083333333333,50.475,516
-67.3916666666667,50.475,595
-67.375,50.475,601
-67.3583333333333,50.475,645
-67.3416666666667,50.475,601
-67.325,50.475,564
-67.3083333333333,50.475,537
-67.2916666666667,50.475,449
-67.275,50.475,360
-67.2583333333333,50.475,353
-67.2416666666667,50.475,189
-67.225,50.475,200
-67.2083333333333,50.475,316
-67.1916666666667,50.475,146
-67.175,50.475,315
-67.1583333333333,50.475,432
-67.1416666666667,50.475,456
-67.125,50.475,465
-67.1083333333333,50.475,354
-67.0916666666667,50.475,500
-67.075,50.475,592
-67.0583333333333,50.475,514
-67.0416666666667,50.475,439
-67.025,50.475,295
-67.0083333333333,50.475,275
-66.9916666666667,50.475,188
-66.975,50.475,263
-66.9583333333333,50.475,318
-66.9416666666667,50.475,436
-66.925,50.475,457
-66.9083333333333,50.475,422
-66.8916666666667,50.475,381
-66.875,50.475,382
-66.8583333333333,50.475,441
-66.8416666666667,50.475,508
-66.825,50.475,508
-66.8083333333333,50.475,431
-66.7916666666667,50.475,472
-66.775,50.475,497
-66.7583333333333,50.475,476
-66.7416666666667,50.475,505
-66.725,50.475,532
-66.7083333333333,50.475,491
-66.6916666666667,50.475,504
-66.675,50.475,532
-66.6583333333333,50.475,451
-66.6416666666667,50.475,464
-66.625,50.475,503
-66.6083333333333,50.475,343
-66.5916666666667,50.475,223
-66.575,50.475,105
-66.5583333333333,50.475,272
-66.5416666666667,50.475,449
-66.525,50.475,470
-66.5083333333333,50.475,464
-66.4916666666667,50.475,495
-66.475,50.475,524
-66.4583333333333,50.475,436
-66.4416666666667,50.475,396
-66.425,50.475,443
-66.4083333333333,50.475,421
-66.3916666666667,50.475,471
-66.375,50.475,399
-66.3583333333333,50.475,402
-66.3416666666667,50.475,380
-66.325,50.475,369
-66.3083333333333,50.475,371
-66.2916666666667,50.475,400
-66.275,50.475,390
-66.2583333333333,50.475,271
-66.2416666666667,50.475,387
-66.225,50.475,385
-66.2083333333333,50.475,386
-66.1916666666667,50.475,351
-66.175,50.475,94
-66.1583333333333,50.475,87
-66.1416666666667,50.475,158
-66.125,50.475,342
-66.1083333333333,50.475,323
-66.0916666666667,50.475,344
-66.075,50.475,314
-66.0583333333333,50.475,174
-66.0416666666667,50.475,333
-66.025,50.475,432
-66.0083333333333,50.475,424
-65.9916666666667,50.475,398
-65.975,50.475,386
-65.9583333333333,50.475,408
-65.9416666666667,50.475,380
-65.925,50.475,333
-65.9083333333333,50.475,324
-65.8916666666667,50.475,343
-65.875,50.475,375
-65.8583333333333,50.475,357
-65.8416666666667,50.475,313
-65.825,50.475,389
-65.8083333333334,50.475,302
-65.7916666666667,50.475,178
-65.775,50.475,226
-65.7583333333333,50.475,300
-65.7416666666667,50.475,308
-65.725,50.475,333
-65.7083333333333,50.475,294
-65.6916666666667,50.475,304
-65.675,50.475,296
-65.6583333333333,50.475,383
-65.6416666666667,50.475,388
-65.625,50.475,360
-65.6083333333333,50.475,386
-65.5916666666667,50.475,389
-65.575,50.475,393
-65.5583333333334,50.475,308
-65.5416666666667,50.475,260
-65.525,50.475,248
-65.5083333333333,50.475,254
-67.4916666666667,50.4583333333333,501
-67.475,50.4583333333333,508
-67.4583333333333,50.4583333333333,663
-67.4416666666667,50.4583333333333,616
-67.425,50.4583333333333,369
-67.4083333333333,50.4583333333333,469
