BO_salinity,utm_x,utm_y
28.57200050354004,750172.9832704101,5493421.0925053395
28.673999786376953,623798.4525884811,5479811.273398949
28.774999618530273,629837.1052277304,5479951.479422285
28.849000930786133,635875.7154816848,5480098.365363716
28.895000457763672,641914.2813646585,5480251.931703284
28.915000915527344,647952.8008890233,5480412.178942836
28.91200065612793,653991.2720651147,5480579.107606019
28.88800048828125,660029.6929011449,5480752.718238281
28.847000122070313,666068.0614031204,5480933.0114068715
28.799999237060547,672106.3755747561,5481119.987700831
28.75200080871582,678144.6334173796,5481313.647730996
28.719999313354492,684182.8329298538,5481513.992129991
28.698999404907227,690220.9721084858,5481721.021552229
28.674999237060547,696259.0489469398,5481934.73667391
28.63800048828125,702297.0614361514,5482155.138193015
28.57699966430664,708335.0075642404,5482382.226829304
28.507999420166016,714372.8853164198,5482616.003324311
28.445999145507813,720410.6926749172,5482856.468441348
28.392000198364258,726448.4276188805,5483103.622965495
28.347999572753906,732486.0881242901,5483357.467703596
28.31399917602539,738523.672163877,5483618.00348426
28.29599952697754,744561.1777070353,5483885.231157858
28.29199981689453,750598.6027197264,5484159.151596514
28.21500015258789,617959.3526292266,5470413.872350073
28.334999084472656,624008.2857981314,5470547.458807005
28.434999465942383,630057.1792533096,5470687.727737508
28.507999420166016,636106.0310444675,5470834.679602611
28.552000045776367,642154.839219444,5470988.314885272
28.566999435424805,648203.6018241332,5471148.634090393
28.55500030517578,654252.3169023886,5471315.637744809
28.523000717163086,660300.9824959378,5471489.3263972895
28.4689998626709,666349.5966442995,5471669.700618535
28.408000946044922,672398.1573846956,5471856.761001175
28.347999572753906,678446.6627519585,5472050.508159761
28.304000854492188,684495.1107784512,5472250.942730775
28.27899932861328,690543.4994939768,5472458.065372617
28.256000518798828,696591.8269256916,5472671.876765605
28.222000122070312,702640.0910980182,5472892.377611972
28.166000366210938,708688.2900325599,5473119.568635868
28.110000610351563,714736.4217480074,5473353.450583348
28.059999465942383,720784.4842600622,5473594.024222376
28.020000457763672,726832.4755813404,5473841.290342819
27.993000030517578,732880.393721286,5474095.249756446
27.97800064086914,738928.2366860879,5474355.903296922
27.976999282836914,744976.0024785926,5474623.251819803
27.989999771118164,751023.6890982091,5474897.296202541
27.788999557495117,612099.4966499521,5461023.161130842
27.891000747680664,618158.6941759011,5461150.121361239
27.9950008392334,624217.8545937032,5461283.766580636
28.086999893188477,630276.9759885173,5461424.09723077
28.15399932861328,636336.0564437241,5461571.11377545
28.19099998474121,642395.094040834,5461724.81670056
28.19700050354004,648454.0868594091,5461885.206514054
28.173999786376953,654513.0329769687,5462052.283745954
28.128000259399414,660571.9304689018,5462226.0489483485
28.059999465942383,666630.7774083852,5462406.50269539
27.979000091552734,672689.5718662963,5462593.645583295
27.902999877929688,678748.3119111181,5462787.478230336
27.844999313354492,684806.9956088611,5462988.001276846
27.812000274658203,690865.6210229711,5463195.215385211
27.790000915527344,696924.1862142438,5463409.121239868
27.76099967956543,702982.6892407367,5463629.719547305
27.714000701904297,709041.1281576827,5463857.011036056
27.67300033569336,715099.5010173988,5464090.996456698
27.638999938964844,721157.8058692073,5464331.676581848
27.614999771118164,727216.0407593404,5464579.052206161
27.60700035095215,733274.2037308532,5464833.124146327
27.606000900268555,739332.2928235405,5465093.893241066
27.631999969482422,745390.3060738497,5465361.360351125
27.665000915527344,751448.2415147849,5465635.526359276
27.511999130249023,612288.3725573685,5451759.478957214
27.582000732421875,618357.7837716275,5451886.493920675
27.660999298095703,624427.1585376379,5452020.196771065
27.735000610351562,630496.4949743819,5452160.587952778
27.790000915527344,636565.7911990603,5452307.66793241
27.81800079345703,642635.0453270008,5452461.437198766
27.812999725341797,648704.2554715802,5452621.89626285
27.773000717163086,654773.4197441286,5452789.045657872
27.70800018310547,660842.5362538437,5452962.88593924
27.621999740600586,666911.6031077065,5453143.41768456
27.518999099731445,672980.6184103959,5453330.64149363
27.420000076293945,679049.5802641921,5453524.557988444
27.3439998626709,685118.4867688995,5453725.1678131865
27.301000595092773,691187.3360217536,5453932.471634231
27.277000427246094,697256.126117336,5454146.470140129
27.25200080871582,703324.8551474856,5454367.164041625
27.22100067138672,709393.5212012124,5454594.554071638
27.19700050354004,715462.1223646062,5454828.640985263
27.180999755859375,721530.6567207575,5455069.425559772
27.177000045776367,727599.1223496615,5455316.9085946055
27.180999755859375,733667.5173281322,5455571.0909113735
27.20400047302246,739735.8397297172,5455831.9733538525
27.253999710083008,612477.0090231437,5442495.921457864
27.291000366210938,618556.6210008211,5442622.990079038
27.34000015258789,624636.1971929765,5442756.749428474
27.38800048828125,630715.7357525603,5442897.199953217
27.42300033569336,636795.2348307389,5443044.342122651
27.43400001525879,642874.692576803,5443198.176428497
27.415000915527344,648954.1071380894,5443358.703384817
27.360000610351563,655033.4766598856,5443525.923528003
27.24799919128418,661112.7992853425,5443699.83741678
27.13599967956543,667192.0731553921,5443880.445632207
27.016000747680664,673271.2964086602,5444067.748777671
26.9060001373291,679350.4671813706,5444261.747478879
26.825000762939453,685429.5836072671,5444462.442383867
26.7810001373291,691508.643817522,5444669.834162994
27.006999969482422,612665.4056536019,5433232.488682841
27.01300048828125,618755.2054484696,5433359.609885939
27.0310001373291,624844.9701233605,5433493.424602007
27.051000595092773,630934.6978653384,5433633.933280741
27.059999465942383,637024.3868596805,5433781.136394312
27.049999237060547,643114.0352897856,5433935.034437359
27.01300048828125,649203.6413370958,5434095.627926995
27.222000122070313,655293.2031810002,5434262.917402798
27.195999145507813,661382.7189987496,5434436.903426811
